Category1,Category2,Category3,10-Dec,11-Jan,11-Feb,11-Mar,11-Apr,11-May,11-Jun,11-Jul,11-Aug,11-Sep,11-Oct,11-Nov,11-Dec,12-Jan,12-Feb,12-Mar,12-Apr,12-May,12-Jun,12-Jul,12-Aug,12-Sep,12-Oct,12-Nov,12-Dec,13-Jan,13-Feb,13-Mar,13-Apr,13-May,13-Jun,13-Jul,13-Aug,13-Sep,13-Oct,13-Nov,13-Dec,14-Jan,14-Feb,14-Mar,14-Apr,14-May,14-Jun,14-Jul,14-Aug,14-Sep,14-Oct,14-Nov,14-Dec,15-Jan,15-Feb,15-Mar,15-Apr,15-May,15-Jun,15-Jul,15-Aug,15-Sep,15-Oct,15-Nov,15-Dec,16-Jan,16-Feb,16-Mar,16-Apr,16-May,16-Jun,16-Jul,16-Aug
C,B,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026496,1048425,1288332,936163,819392,1130713,834325,957432,1229408,924696,1068448,2004406,1216318,1187711,1366885,988948,910926,1202351,960594,1136574,1442792,1085480,1260298,2236506,1246908,1189715,1360204,1017297,943074,1260483,1111044,1199241,1441516,1073819,1261101,2966066,1392613,1304052,1470775,1073138,999340,1439175,1190247,1288017
C,C,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4253265,4514638,5835933,4184606,3637128,5087962,3806114,4119115,5574855,4210942,4823153,6763612,4119907,4515129,5988722,4764789,3805865,4932806,3784264,4048847,5362300,4122616,4800011,6500202,3681633,3706705,4602532,3508721,3156380,4199595,3338079,3496892,4832045,3569862,3725132,6138600,3158862,3128287,4062028,2966292,2619978,3760314,2897748,2983937
C,C,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197592,225546,287881,201915,175339,267266,162618,194659,269552,165049,193385,275733,170908,208087,268708,202856,184497,240037,194527,232736,260172,214649,233258,301383,158508,174393,214659,202203,174635,217952,176042,164039,204656,173812,195842,320732,149082,159428,288907,167176,133321,195667,140834,141314
C,C,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11591721,10715812,13103134,9225119,8200064,10951145,8678578,9715381,13369269,9556949,10693094,17566899,10360457,9579705,11610186,9007476,7975148,9951328,8361720,9618009,13808121,10050405,11911547,20292633,10068280,9314635,10996820,7895045,7472857,9580157,8176568,8994762,12904095,9404907,11515733,20560991,7202069,6711785,7855380,5769825,6956231,9618591,7820208,8905871
C,E,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394403,373914,503434,379445,504358,763045,892485,861674,1000531,795979,1346776,3999509,1347398,1158591,1423447,1287966,1418103,2082969,2061398,2035245,2114313,1505973,2104403,6515967,2160289,1814734,2138039,1994563,2120827,3193924,3246907,2944999,3144015,2069390,2910504,10470459,2683315,2371051,2794407,2303726,2666880,3683944,3599110,3299685
C,F,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801905,686162,837103,621624,713966,950762,858748,798700,809657,553439,685461,1913333,624580,541021,611725,527348,596958,823484,594814,543653,543895,407730,503654,1106740,360893,317783,353553,296160,440293,472258,362185,331162,349949,268138,354245,986512,351271,269970,278569,231705,227128,306213,293903,215724
C,F,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59137,50034,56274,41172,42216,58638,45885,46065,55698,41579,57823,162604,58996,46621,46523,36653,36745,44172,34737,37400,44088,35343,51440,136773,47153,36776,41339,29106,29826,39439,32985,32862,40712,29433,46033,129756,41739,34638,40582,31028,30772,40834,37723,37994
C,G,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476844,535697,693941,504764,404911,558501,417065,470569,659223,523969,555465,755264,465732,512588,639941,514145,437675,597801,439624,504474,672974,505848,540068,710359,431743,443357,611061,425320,378914,506240,417803,419034,597795,448398,489599,756191,461758,489201,632024,430290,367933,516419,396334,440254
C,G,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4513317,4768924,6103455,4313135,3580191,4925060,3764906,4169671,5535830,4074416,4531290,6030805,4021919,4198228,5337127,3990788,3284500,4432419,3434378,3720084,4834214,3744226,4093128,5374304,3152209,3421141,4256688,3252968,2794724,3782594,2911285,3174467,4283556,3443558,3543872,5230707,2997012,3226802,4233355,3359070,2657442,3845361,2849741,3227858
C,G,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714570,741768,960919,643999,525403,705443,549806,583409,827518,669112,723174,1060211,749938,753126,873470,665899,569475,730870,579306,660472,902636,683918,771742,1077481,723189,723540,859330,607357,532303,694052,533405,582222,786668,632725,689946,1068431,676051,672477,790361,615618,515375,698707,541534,586879
C,G,J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566815,596586,692889,481196,432199,549382,407657,469068,677193,540388,602705,974745,629004,610225,716737,478535,418833,510621,396318,430512,607532,490867,551113,877848,560992,521345,596163,417004,373208,456654,371016,387869,542098,437773,540652,892937,489032,458902,519240,359087,327674,436995,344430,353378
C,I,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488539,2639940,3199780,2262965,1841052,2511149,1948644,2190286,2875940,2122239,2242380,3095116,2027324,2117448,2565828,1873930,1614422,2129880,1649598,1856785,2522974,1869204,2031023,2755574,1630948,1728350,2133680,1589387,1415442,1829497,1432335,1560907,2131669,1636640,1706304,2670643,1511065,1619885,2006175,1526592,1281340,1825867,1392092,1573563
C,I,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936320,965994,1154441,776235,652758,879380,685193,790400,1068066,808194,875204,1344148,910741,899216,1032327,729125,635597,825514,668240,780090,1072092,800410,874553,1347224,840270,840273,969390,678973,595278,773634,618280,700889,952388,737192,797408,1382573,791924,784687,888215,638136,550293,741486,575690,657842
C,I,A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44460,48254,61544,43700,41493,51541,34456,35223,53990,39854,41012,51678,34170,38395,56082,27675,28228,34208,25710,26956,35534,27960,35267,43948,29405,31875,43497,36338,29842,37484,27324,32309,42165,35692,41085,56457,34409,35421,39933,34624,24471,37065,27342,30046
C,J,Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996906,1819543,2250940,1604956,1666126,2107569,1661831,1721809,2086783,1848104,2463006,6077925,2842224,2297643,2370809,1797521,1850524,2244518,1945117,1967915,2282251,1819565,2245581,5226132,2370300,1868593,1908796,1388212,1363461,1700637,1461274,1425643,1701753,1195828,1364596,3647133,1416568,1216122,1276260,962810,936285,1262270,1098907,974231
C,J,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88253,95649,137338,103170,113331,169088,117724,120352,185170,156820,181296,463613,187064,175467,247769,177625,159282,185854,148589,170560,285890,191921,232867,459906,241008,223769,272603,190020,186349,257852,193366,187793,265740,193505,248445,566336,254824,230602,292860,188032,160312,236912,188881,179670
